GeneID	GeneName	GeneDescription	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz
AGAP000522			0.0	0.204	0.0	0.0	0.0	0.818	0.741	0.156	0.127	0.373	0.008	0.292	0.004	0.21	0.006	0.345	0.149	0.0	0.43	0.208	0.632	0.949	0.691
AGAP000999	TOLL5A	TOLL-like receptor 5A [Source:VB Community Annotation]	0.0	0.276	0.049	0.51	0.054	0.555	0.0	0.0	0.0	0.046	0.916	0.452	0.112	0.036	0.974	0.001	0.015	0.0	0.0	0.006	0.0	0.297	0.023
AGAP000801	GLURIIb	ionotropic receptor GLURIIb [Source:VB Community Annotation]	0.0	0.32	0.0	0.0	0.001	0.951	0.704	0.157	0.003	0.991	0.989	0.327	0.288	0.553	0.491	0.243	0.204	0.004	0.0	0.0	0.0	0.475	0.431
AGAP010588		T-complex protein 1 subunit theta [Source:VB Community Annotation]	0.0	0.0	0.982	0.167	0.006	0.002	0.077	0.002	0.002	0.598	0.126	0.93	0.0	0.214	0.0	0.0	0.0	0.0	0.0	0.901	0.899	0.064	0.146
AGAP005617			0.0	0.995	0.982	0.408	0.353	0.412	0.494	0.028	0.695	0.775	0.024	0.609	0.07	0.937	0.069	0.35	0.125	0.038	0.951	0.811	0.131	0.353	0.0
AGAP005822			0.0	0.0	0.0	0.035	0.008	0.0	0.032	0.591	0.0	0.299	0.119	0.224	0.104	0.044	0.006	0.013	0.299	0.0	0.276	0.325	0.437	0.024	0.0
AGAP009929		exportin-1 [Source:VB Community Annotation]	0.0	0.001	0.132	0.007	0.004	0.573	0.035	0.449	0.661	0.062	0.056	0.007	0.009	0.0	0.0	0.008	0.041	0.002	0.082	0.285	0.057	0.354	0.075
AGAP000009		syntaxin-binding protein [Source:VB Community Annotation]	0.0	0.029	0.0	0.011	0.51	0.473	0.422	0.118	0.0	0.83	0.262	0.775	0.187	0.95	0.238	0.042	0.039	0.0	0.0	0.001	0.0	0.945	0.964
AGAP010157	Ast2	allatostatin 2 [Source:VB Community Annotation]	0.0	0.231	0.0	0.0	0.0	0.501	0.0	0.001	0.0	0.607	0.398	0.032	0.04	0.022	0.012	0.0	0.141	0.255	0.0	0.0	0.0	0.93	0.177
AGAP004192		heat shock 70kDa protein 5 [Source:VB Community Annotation]	0.0	0.909	0.048	0.027	0.985	0.04	0.703	0.458	0.121	0.011	0.0	0.095	0.001	0.168	0.002	0.0	0.0	0.0	0.0	0.02	0.383	0.101	0.0
AGAP007560			0.0	0.0	0.965	0.227	0.002	0.009	0.155	0.776	0.793	0.987	0.78	0.434	0.605	0.192	0.372	0.095	0.005	0.812	0.0	0.0	0.0	0.026	0.0
AGAP003960			0.0	0.001	0.729	0.041	0.984	0.406	0.0	0.014	0.004	0.851	0.757	0.903	0.203	0.975	0.553	0.0	0.0	0.0					0.815
AGAP007633		solute carrier family 36 (proton-coupled amino acid transporter) [Source:VB Community Annotation]	0.0	0.64	0.509	0.009	0.0	0.006	0.505	0.468	0.192	0.097	0.497	0.02	0.094	0.002	0.035	0.0	0.633	0.906	0.0	0.0	0.0	0.267	0.235
AGAP004915		lachesin [Source:VB Community Annotation]	0.0	0.0	0.0	0.0	0.089	0.906	0.027	0.0	0.0	0.259	0.133	0.126	0.075	0.192	0.088	0.0	0.072	0.0	0.0	0.0	0.0	0.512	0.0
AGAP005440			0.0	0.0	0.0	0.923	0.352	0.556	0.999	0.785	0.772	0.036	0.706	0.001	0.857	0.612	0.081	0.714	0.535	0.0	0.386	0.662	0.278	0.339	0.001
AGAP006646		hydroxyacid-oxoacid transhydrogenase, mitochondrial [Source:VB Community Annotation]	0.0	0.0	0.104	0.928	0.001	0.172	0.001	0.208	0.0	0.155	0.717	0.065	0.921	0.033	0.442	0.0	0.001	0.005	0.007	0.012	0.124	0.0	0.125
AGAP001143		histone deacetylase 3 [Source:VB Community Annotation]	0.0	0.065	0.0	0.667	0.0	0.52	0.959	0.009	0.165	0.055	0.349	0.025	0.19	0.033	0.09	0.003	0.25	0.575	0.0	0.0	0.0	0.729	0.552
AGAP007608		MADS-box transcription enhancer factor 2, invertebrate [Source:VB Community Annotation]	0.0	0.0	0.158	0.329	0.468	0.842	0.177	0.169	0.58	0.04	0.113	0.032	0.025	0.028	0.173	0.05	0.01	0.0	0.013	0.002	0.01	0.047	0.081
AGAP013179			0.0	0.15	0.987	0.0	0.818	0.544	0.058	0.532	0.772	0.0	0.089	0.0	0.073	0.0	0.0	0.455	0.068	0.0	0.003	0.141	0.0	0.304	0.0
AGAP010075		U4/U6.U5 tri-snRNP-associated protein 3 [Source:VB Community Annotation]	0.0	0.147	0.004	0.312	0.004	0.425	0.647	0.956	0.878	0.026	0.0	0.004	0.0	0.004	0.0	0.0	0.0	0.0	0.52	0.38	0.486	0.035	0.326
AGAP010673			0.0	0.028	0.006	0.129	0.432	0.567	0.363	0.745	0.854	0.019	0.0	0.005	0.0	0.002	0.0	0.874	0.757	0.0	0.815	0.408	0.413	0.443	0.592
AGAP029194			0.0	0.0	0.744	0.554	0.58	0.549	0.7	0.409	0.721	0.028	0.872	0.042	0.769	0.003	0.996	0.0	0.0	0.047	0.793	0.757	0.158	0.734	0.668
AGAP000553	white	protein white [Source:VB Community Annotation]	0.0	0.003	0.055	0.061	0.153	0.901	0.357	0.413	0.399	0.075	0.08	0.185	0.098	0.149	0.005	0.015	0.0	0.0	0.46	0.921	0.435	0.007	0.845
AGAP008268		Maternal tudor protein [Source:VB Community Annotation]	0.0	0.0	0.016	0.067	0.016	0.277	0.411	0.0	0.0	0.262	0.052	0.23	0.018	0.947	0.567	0.521	0.36	0.0	0.031	0.015	0.088	0.024	0.0
AGAP002573		GTPase-activating Rap/Ran-GAP domain-like protein 3 [Source:VB Community Annotation]	0.0	0.059	0.0	0.488	0.563	0.672	0.486	0.08	0.003	0.73	0.06	0.52	0.034	0.461	0.039	0.125	0.14	0.0	0.0	0.0	0.0	0.832	0.531
AGAP005567		bone morphogenetic protein receptor type-2 [Source:VB Community Annotation]	0.0	0.771	0.0	0.255	0.773	0.411	0.87	0.561	0.012	0.986	0.005	0.359	0.0	0.892	0.0	0.133	0.136	0.815	0.0	0.297	0.032	0.5	0.163
AGAP005063		RAN binding protein 9 [Source:VB Community Annotation]	0.0	0.004	0.001	0.002	0.843	0.11	0.091	0.105	0.631	0.184	0.558	0.078	0.293	0.059	0.157	0.065	0.003	0.0	0.14	0.021	0.0	0.003	0.0
AGAP000406		Rho-associated protein kinase [Source:VB Community Annotation]	0.0	0.001	0.063	0.177	0.88	0.703	0.023	0.64	0.781	0.058	0.018	0.022	0.007	0.0	0.0	0.533	0.446	0.0	0.008	0.642	0.599	0.568	0.0
AGAP003921		voltage-gated ion channel [Source:VB Community Annotation]	0.0	0.002	0.0	0.036	0.916	0.806	0.169	0.0	0.0	0.789	0.068	0.271	0.004	0.444	0.026	0.022	0.743	0.0	0.0	0.0	0.0	0.717	0.472
AGAP005891		coronin homolog [Source:VB Community Annotation]	0.0	0.0	0.045	0.002	0.002	0.32	0.574	0.019	0.001	0.838	0.825	0.565	0.511	0.363	0.353	0.125	0.764	0.12	0.0	0.05	0.0	0.971	0.001
AGAP002693	ABCF1	ATP-binding cassette transporter (ABC transporter) family F member 1 [Source:VB Community Annotation]	0.0	0.0	0.067	0.989	0.797	0.035	0.497	0.002	0.001	0.454	0.073	0.721	0.253	0.97	0.628	0.005	0.0	0.0	0.63	0.432	0.67	0.422	0.01
AGAP006520		Fatty acid elongase 2 [Source:VB Community Annotation]	0.0	0.0	0.145	0.033	0.489	0.622	0.88	0.867	0.896	0.02	0.395	0.017	0.485	0.001	0.113	0.001	0.547	0.0	0.0	0.003	0.0	0.736	0.0
AGAP000283			0.0	0.0	0.0	0.186	0.516	0.56	0.026	0.585	0.0	0.141	0.068	0.007	0.004	0.005	0.002	0.0	0.013	0.0	0.0	0.0	0.0	0.847	0.559
AGAP013155		Protease m1 zinc metalloprotease [Source:VB Community Annotation]	0.0	0.004	0.107	0.197	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.204	0.042	0.037	0.0	0.053	0.0	0.0	0.95	0.061	0.801	0.147	0.0
AGAP000732		Synaptic vesicle protein [Source:VB Community Annotation]	0.0	0.0	0.626	0.839	0.158	0.171	0.004	0.0	0.0	0.601	0.0	0.421	0.0	0.429	0.029	0.205	0.0	0.817	0.0	0.0	0.0	0.092	0.848
AGAP029116			0.0	0.0	0.35	0.001	0.0	0.495	0.936	0.231	0.066	0.028	0.915	0.012	0.64	0.0	0.333	0.817	0.859	0.0	0.122	0.056	0.183	0.817	0.0
AGAP010056		hexosaminidase [Source:VB Community Annotation]	0.0	0.081	0.249	0.0	0.0	0.036	0.0	0.0	0.0	0.281	0.011	0.085	0.0	0.037	0.0	0.0	0.002	0.916	0.0	0.007	0.0	0.048	0.014
AGAP010420		valyl-tRNA synthetase [Source:VB Community Annotation]	0.0	0.772	0.858	0.757	0.919	0.015	0.293	0.011	0.356	0.25	0.422	0.001	0.629	0.007	0.694	0.178	0.495	0.027	0.0	0.019	0.001	0.993	0.149
AGAP001039	CYP307A1	cytochrome P450 [Source:VB Community Annotation]	0.0	0.004	0.0	0.013	0.063					0.951	0.072	0.155	0.0	0.14	0.0	0.0	0.459	0.34	0.0	0.009	0.0	0.054	0.007
AGAP001990		histamine-gated chloride channel subunit [Source:VB Community Annotation]	0.0	0.045	0.0	0.794	0.641	0.117	0.239	0.573	0.013	0.048	0.003	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.279	0.008
AGAP000091		methylsterol monooxygenase [Source:VB Community Annotation]	0.0	0.378	0.0	0.0	0.845	0.876	0.023	0.791	0.483	0.61	0.0	0.397	0.0	0.006	0.0	0.232	0.879	0.0	0.0	0.0	0.0	0.0	0.252
AGAP001358			0.0	0.044	0.0	0.101	0.484	0.004	0.0	0.03	0.124	0.642	0.061	0.075	0.0	0.478	0.125	0.0	0.0	0.0	0.633	0.584	0.327	0.531	0.024
AGAP009443		excitatory amino acid transporter 3 [Source:VB Community Annotation]	0.0	0.0	0.0	0.004	0.121	0.02	0.671	0.376	0.752	0.556	0.005	0.019	0.0	0.767	0.15	0.926	0.932	0.017	0.078	0.321	0.113	0.204	0.436
AGAP003977			0.0	0.407	0.0	0.0	0.0	0.564	0.019	0.001	0.0	0.074	0.008	0.604	0.858	0.609		0.018	0.0	0.0	0.031	0.043	0.122	0.411	0.251
AGAP000214		guanylate cyclase soluble subunit beta [Source:VB Community Annotation]	0.0	0.036	0.0	0.001	0.022	0.997	0.287	0.053	0.008	0.854	0.294	0.515	0.093	0.069	0.005	0.953	0.238	0.0	0.0	0.0	0.0	0.799	0.075
AGAP000662		forkhead box protein K [Source:VB Community Annotation]	0.0	0.0	0.152	0.59	0.266	0.683	0.0	0.03	0.137	0.393	0.049	0.288	0.025	0.025	0.002	0.016	0.148	0.0	0.74	0.564	0.831	0.352	0.0
AGAP009176		fatty acid synthase, animal type [Source:VB Community Annotation]	0.0	0.163	0.001	0.013	0.0	0.045	0.0	0.0	0.0	0.151	0.392	0.001	0.013	0.065	0.21	0.0	0.0	0.587	0.0	0.359	0.0	0.0	0.176
AGAP001753		15-hydroxyprostaglandin dehydrogenase (NAD) [Source:VB Community Annotation]	0.0	0.002	0.0	0.665	0.456	0.887	0.072	0.011	0.0	0.514	0.134	0.078	0.012	0.044	0.006	0.231	0.894	0.0	0.0	0.0	0.0	0.0	0.348
AGAP000039		gamma-aminobutyric acid receptor subunit alpha [Source:VB Community Annotation]	0.0	0.013	0.0	0.082	0.175	0.022	0.414	0.628	0.748	0.131	0.002	0.018	0.0	0.111	0.005	0.053	0.005	0.0	0.0	0.0	0.001	0.6	0.906
AGAP000389			0.0	0.405	0.0	0.011	0.289	0.695	0.925	0.536	0.022	0.007	0.833	0.003	0.627	0.015	0.753	0.183	0.647	0.0	0.0	0.0	0.0	0.945	0.117
AGAP009221	SRPN5	serine protease inhibitor (serpin) 5 [Source:VB Community Annotation]	0.0	0.05	0.199	0.36	0.206	0.333	0.969	0.013	0.359	0.68	0.0	0.997	0.03	0.578	0.0	0.0	0.124	0.011	0.0	0.0	0.0	0.017	0.002
AGAP005518	FMRF	FMRFamide [Source:VB Community Annotation]	0.0	0.318	0.0	0.0	0.204	0.035	0.572	0.927	0.839	0.706	0.985	0.085	0.212	0.01	0.046	0.002	0.011	0.727	0.0	0.0	0.0	0.449	0.911
AGAP001644		dimethylargininase [Source:VB Community Annotation]	0.0	0.0	0.01	0.384	0.157	0.203	0.972	0.357	0.117	0.897	0.164	0.203	0.753	0.113	0.634	0.0	0.063	0.0	0.0	0.007	0.001	0.009	0.607
AGAP005770		suppressor of cancer cell invasion [Source:VB Community Annotation]	0.0	0.038	0.0	0.0	0.099	0.943	0.953	0.155	0.0	0.055	0.272	0.298	0.779	0.125	0.433	0.578	0.863	0.77	0.029	0.2	0.033	0.186	0.158
AGAP011069			0.0	0.0	0.0	0.0	0.058	0.856	0.8	0.855	0.632	0.985	0.051	0.823	0.029	0.332	0.012	0.007	0.03	0.0	0.0	0.008	0.003	0.698	0.0
AGAP004215			0.0	0.057	0.0	0.0	0.5	0.891	0.708	0.346	0.071	0.087	0.195	0.173	0.371	0.362	0.687	0.744	0.366	0.925	0.0	0.0	0.0	0.704	0.016
AGAP009551		sulfotransferase (Sult) [Source:VB Community Annotation]	0.0	0.0	0.062			0.984	0.179	0.764	0.037	0.812	0.091	0.308	0.0	0.022	0.0	0.0	0.714	0.414	0.732		0.921	0.0	0.033
AGAP002707			0.0	0.001	0.0	0.087	0.051	0.311	0.032	0.041	0.015	0.554	0.504	0.074	0.114	0.069	0.066	0.0	0.014	0.0	0.0	0.0	0.0	0.774	0.108
AGAP003206			0.0	0.0	0.174	0.002	0.0	0.981	0.712	0.0	0.0	0.812	0.884	0.094	0.388	0.911	0.561	0.356	0.0	0.411	0.0	0.0	0.0	0.931	0.055
AGAP011116		solute carrier family 32 (vesicular inhibitory amino acid transporter) [Source:VB Community Annotation]	0.0	0.0	0.0	0.022	0.613	0.933	0.193	0.002	0.0	0.297	0.353	0.036	0.055	0.032	0.035	0.0	0.262	0.0	0.0	0.0	0.0	0.907	0.154
AGAP009491		F-type H+-transporting ATPase subunit g [Source:VB Community Annotation]	0.0	0.0	0.0	0.058	0.42	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.064	0.0	0.038	0.65	0.175	0.092	0.0	0.128
AGAP005170			0.0	0.433	0.0	0.297	0.005	0.562	0.28	0.041	0.0	0.255	0.145	0.468	0.212	0.153	0.09	0.016	0.0	0.396	0.023	0.003	0.001	0.0	0.964
AGAP013380			0.0	0.392	0.0	0.489	0.981	0.403	0.072	0.772	0.188	0.429	0.418	0.266	0.407	0.443	0.435	0.392	0.93	0.0	0.0	0.003	0.0	0.185	0.644
AGAP013190			0.0	0.015	0.0	0.798	0.815	0.661	0.902	0.636	0.158	0.425	0.501	0.813	0.17	0.956	0.204	0.368	0.738	0.0	0.0	0.0	0.0	0.911	0.072
AGAP002741		histone-lysine N-methyltransferase MLL1 [Source:VB Community Annotation]	0.0	0.753	0.005	0.204	0.654	0.158	0.012	0.206	0.262	0.0	0.046	0.001	0.06	0.0	0.011	0.785	0.781	0.0	0.0	0.0	0.0	0.005	0.858
AGAP004096		Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon [Source:VB Community Annotation]	0.0	0.006	0.026	0.319	0.739	0.938	0.002	0.467	0.312	0.055	0.001	0.002	0.0	0.0	0.0	0.008	0.008	0.0	0.0	0.0	0.0	0.001	0.0
AGAP002952		peptidyl-prolyl isomerase G (cyclophilin G) [Source:VB Community Annotation]	0.0	0.775	0.062	0.501	0.969	0.0	0.131	0.336	0.925	0.0	0.035	0.004	0.419	0.0	0.009	0.01	0.392	0.001	0.0	0.017	0.0	0.814	0.0
AGAP008861		female reproductive tract protease GLEANR_896 [Source:VB Community Annotation]	0.0	0.017	0.204	0.068	0.0	0.0	0.0	0.004	0.0	0.098	0.185	0.118	0.746	0.024	0.397	0.408	0.0	0.199	0.0	0.009	0.0	0.031	0.762
AGAP009138			0.0	0.01	0.0	0.551	0.147	0.328	0.588	0.891	0.208	0.72	0.573	0.353	0.734	0.3	0.778	0.021	0.514	0.0	0.001	0.06	0.003	0.516	0.939
AGAP013543			0.0	0.023	0.497	0.117	0.009	0.043	0.0	0.001	0.031	0.016	0.0	0.132	0.003	0.424	0.06	0.0	0.0	0.0	0.143	0.762	0.047	0.568	0.0
AGAP006942		Importin-4 [Source:VB Community Annotation]	0.0	0.003	0.002	0.0	0.0	0.372	0.861	0.371	0.142	0.371	0.532	0.08	0.162	0.0	0.0	0.189	0.016	0.0	0.0	0.049	0.802	0.449	0.153
AGAP003355			0.0	0.259	0.0	0.0	0.0	0.85	0.236	0.101	0.012	0.958	0.597	0.757	0.679	0.586	0.232	0.858	0.287	0.826	0.0	0.001	0.0	0.577	0.098
AGAP004008			0.0	0.25	0.042	0.001	0.273	0.06	0.887	0.074	0.043	0.443	0.0	0.137	0.0	0.001	0.0	0.004	0.0	0.018	0.634	0.593	0.788	0.0	0.293
AGAP009620		reduction in cnn dots 4 [Source:VB Community Annotation]	0.0	0.001	0.012	0.752	0.557	0.935	0.274	0.839	0.607	0.965	0.006	0.339	0.0	0.531	0.001	0.0	0.233	0.0	0.968	0.547	0.361	0.062	0.001
AGAP004249			0.0	0.05	0.0	0.0	0.86	0.923	0.283	0.061	0.054	0.437	0.214	0.472	0.073	0.93	0.008	0.704	0.689	0.0	0.06	0.0	0.0	0.723	0.294
AGAP006736		zinc finger protein GLIS2 [Source:VB Community Annotation]	0.0	0.0	0.0	0.0	0.0	0.146	0.0	0.0	0.0	0.002	0.721	0.015	0.754	0.01	0.763	0.0	0.0	0.0	0.0	0.89	0.0	0.002	0.001
AGAP003477		T-complex protein 1 subunit zeta [Source:VB Community Annotation]	0.0	0.001	0.233	0.922	0.083	0.033	0.434	0.054	0.067	0.06	0.44	0.168	0.003	0.657	0.02	0.009	0.0	0.0	0.001	0.163	0.835	0.06	0.782
AGAP006534			0.0	0.0	0.445	0.07	0.249	0.702	0.005	0.389	0.697	0.0	0.003	0.0	0.002	0.0	0.0	0.396	0.288	0.012	0.013	0.013	0.0	0.666	0.001
AGAP013210		Down syndrome cell adhesion molecule-like protein 1 [Source:VB Community Annotation]	0.0	0.149	0.0	0.0	0.0	0.722	0.976	0.618	0.161	0.057	0.568	0.853	0.034	0.936	0.2	0.163	0.416	0.0	0.299	0.632	0.515	0.775	0.153
AGAP007373		Tetraspanin [Source:UniProtKB/TrEMBL;Acc:Q7QJ96]	0.0	0.156	0.0	0.0	0.0	0.046	0.042	0.369	0.079	0.243	0.034	0.004	0.0	0.222	0.059	0.672	0.459	0.278	0.0	0.0	0.0	0.0	0.321
AGAP009744			0.0	0.026	0.0	0.0	0.123	0.915	0.827	0.62	0.23	0.113	0.892	0.142	0.986	0.418	0.603	0.28	0.965	0.0	0.01	0.043	0.034	0.635	0.31
AGAP000622			0.0	0.049	0.622	0.433	0.051	0.222	0.0	0.841	0.96	0.0	0.523	0.0	0.332	0.0	0.033	0.046	0.175	0.0	0.006	0.159	0.029	0.824	0.0
AGAP006473		FAS-associated factor 1 [Source:VB Community Annotation]	0.0	0.029	0.021	0.134	0.001	0.468	0.004	0.408	0.464	0.033	0.98	0.608	0.371	0.818	0.321	0.089	0.05	0.0	0.536	0.38	0.024	0.556	0.012
AGAP000635			0.0	0.073	0.0	0.408	0.913	0.003	0.569	0.337	0.031	0.945	0.312	0.18	0.013	0.255	0.048	0.463	0.394	0.0	0.0	0.0	0.0	0.981	0.941
AGAP000062			0.0	0.226	0.0	0.0	0.415	0.026	0.244	0.779	0.503	0.205	0.407	0.289	0.172	0.122	0.472	0.092	0.004	0.142	0.0	0.0	0.0	0.589	0.0
AGAP003751	CPAP1-C		0.0	0.0	0.0	0.002	0.923	0.689	0.608	0.011	0.178	0.19	0.0	0.01	0.0	0.066	0.0	0.889	0.078	0.0	0.013	0.0	0.0	0.618	0.0
AGAP005743		tRNA pseudouridine13 synthase [Source:VB Community Annotation]	0.0	0.874	0.0	0.709	0.0	0.016	0.229	0.004	0.022	0.688	0.374	0.882	0.023	0.773	0.003	0.133	0.004	0.009	0.161	0.71	0.813	0.824	0.086
AGAP010131		ornithine decarboxylase antizyme 1 [Source:VB Community Annotation]	0.0	0.526	0.647	0.068	0.012	0.38	0.002	0.405	0.373	0.977	0.812	0.693	0.858	0.911	0.912	0.0	0.549	0.761	0.0	0.032	0.035	0.189	0.023
AGAP013057			0.0	0.004	0.0	0.913	0.033	0.207	0.055	0.709	0.913	0.372	0.52	0.347	0.356	0.407	0.453	0.0	0.347	0.0	0.043	0.03	0.176	0.858	0.839
AGAP000280		guanylate cyclase soluble subunit alpha [Source:VB Community Annotation]	0.0	0.001	0.0	0.0	0.756	0.968	0.373	0.009	0.001	0.037	0.005	0.001	0.0	0.0	0.0	0.015	0.76	0.0	0.0	0.0	0.0	0.515	0.695
AGAP006820		Peroxisomal targeting signal 1 receptor [Source:VB Community Annotation]	0.0	0.0	0.937	0.0	0.215	0.747	0.507	0.131	0.14	0.831	0.02	0.767	0.089	0.176	0.0	0.303	0.546	0.566	0.998	0.729	0.928	0.347	0.413
AGAP013047			0.0	0.713	0.009	0.554	0.596	0.419	0.126	0.781	0.995	0.439	0.488	0.741	0.026	0.652	0.04	0.215	0.112	0.021	0.0	0.001	0.001	0.998	0.999
AGAP010481		solute carrier family 6 (neurotransmitter transporter, amino acid) member 5/7/ [Source:VB Community Annotation]	0.0	0.0	0.0	0.521	0.004	0.438	0.975	0.042	0.0	0.016	0.109	0.0	0.002	0.002	0.021	0.048	0.015	0.0	0.014	0.039	0.072	0.719	0.14
AGAP009940			0.0	0.076	0.001	0.613	0.165	0.001	0.026	0.696	0.627	0.11	0.003	0.73	0.0	0.952	0.0	0.349	0.032	0.523	0.724	0.619	0.126	0.849	0.0
AGAP007057		Start1, isoform A [Source:VB Community Annotation]	0.0	0.007	0.774	0.005	0.022	0.76	0.007	0.103	0.0	0.973	0.686	0.797	0.448	0.957	0.606	0.433	0.485	0.0	0.082	0.277	0.156	0.642	0.006
AGAP006608			0.0	0.626	0.339	0.012	0.0	0.078	0.059	0.004	0.343	0.154	0.002	0.212	0.006	0.519	0.969	0.086	0.0	0.0	0.815	0.01	0.039	0.141	0.0
AGAP008320		Sidestep protein [Source:VB Community Annotation]	0.0	0.0	0.0	0.939	0.954	0.757	0.181	0.035	0.002	0.91	0.256	0.232	0.015	0.15	0.01	0.099	0.2	0.0	0.0	0.0	0.0	0.417	0.69
AGAP006243		phosphatidylinositol-4,5-bisphosphate 4-phosphatase [Source:VB Community Annotation]	0.0	0.0	0.953	0.0	0.0	0.372	0.924	0.98	0.262	0.138	0.452	0.399	0.319	0.185	0.266	0.44	0.968	0.114	0.0	0.43	0.02	0.002	0.647
AGAP002994	CPR10	cuticular protein RR-2 family 10 [Source:VB Community Annotation]	0.0	0.0	0.255	0.011	0.413	0.97	0.978	0.105	0.093	0.0	0.005	0.0	0.003	0.0	0.0	0.468	0.9	0.0	0.0	0.0	0.0	0.031	0.122
AGAP005123		nucleoside-diphosphate kinase [Source:VB Community Annotation]	0.0	0.002	0.572	0.0	0.0	0.596	0.981	0.109	0.221	0.955	0.782	0.587	0.365	0.983	0.832	0.0	0.012	0.058	0.02	0.169	0.874	0.973	0.77
AGAP007284			0.0	0.749	0.006	0.569	0.0	0.003	0.001	0.456	0.04	0.276	0.143	0.114	0.254	0.023	0.814	0.0	0.0	0.0	0.134	0.962	0.899	0.373	0.0
AGAP010366			0.0	0.652	0.0	0.0	0.023	0.853	0.182	0.402	0.266	0.903	0.096	0.936	0.16	0.78	0.102	0.94	0.728	0.637	0.798	0.835	0.246	0.012	0.004
AGAP002793		slit homolog 1 protein precursor [Source:VB Community Annotation]	0.0	0.098	0.0	0.029	0.056	0.426	0.034	0.888	0.848	0.004	0.877	0.027	0.494	0.001	0.976	0.23	0.311	0.0	0.001	0.027	0.001	0.673	0.371
AGAP005546			0.0	0.049	0.0	0.127	0.843	0.791	0.939	0.43	0.049	0.183	0.198	0.444	0.05	0.438	0.17	0.168	0.733	0.0	0.0	0.0	0.0	0.489	0.865
AGAP028030			0.0	0.528	0.0	0.034	0.004	0.001	0.0	0.0	0.0	0.167	0.009	0.167	0.005	0.001	0.0	0.176	0.0	0.0	0.346	0.0	0.0	0.096	0.0
AGAP007942		synaptotagmin-1 [Source:VB Community Annotation]	0.0	0.029	0.0	0.0	0.032	0.926	0.237	0.026	0.001	0.999	0.147	0.982	0.125	0.605	0.091	0.437	0.979	0.0	0.0	0.039	0.0	0.934	0.484
AGAP006028	Rdl	GABA-gated chloride channel subunit [Source:VB Community Annotation]	0.0	0.394	0.0	0.045	0.374	0.931	0.534	0.247	0.001	0.673	0.805	0.458	0.583	0.432	0.519	0.718	0.609	0.001	0.0	0.0	0.0	0.503	0.007
AGAP000854			0.0	0.058	0.0	0.227	0.977	0.891	0.001	0.01	0.006	0.526	0.701	0.219	0.341	0.247	0.382	0.438	0.092	0.0	0.026	0.125	0.042	0.425	0.353
AGAP002578			0.0	0.204	0.0	0.704	0.563	0.47	0.945	0.48	0.205	0.072	0.62	0.242	0.212	0.13	0.301	0.053	0.389	0.0	0.0	0.0	0.0	0.391	0.884
AGAP006506	SG2	salivary gland protein 2 [Source:VB Community Annotation]	0.0	0.0	0.0	0.635	0.701	0.0	0.0	0.285	0.384	0.001	0.001	0.001	0.001	0.0	0.0	0.754	0.811	0.0	0.0	0.0	0.0	0.555	0.0
AGAP000844		Progestin and adipoQ receptor family member 4 [Source:VB Community Annotation]	0.0	0.0	0.0	0.161	0.002	0.296	0.933	0.102	0.0	0.495	0.005	0.447	0.001	0.285	0.005	0.016	0.002	0.0	0.898	0.878	0.522	0.61	0.349
AGAP000489		Eph receptor B1 [Source:VB Community Annotation]	0.0	0.087	0.098	0.016	0.495	0.499	0.34	0.649	0.278	0.005	0.038	0.003	0.017	0.0	0.001	0.869	0.721	0.972	0.912	0.384	0.635	0.824	0.0
AGAP008845			0.0	0.026	0.015	0.307	0.7	0.719	0.865	0.574	0.691	0.551	0.042	0.866	0.022	0.892	0.028	0.817	0.053	0.0	0.675	0.412	0.873	0.0	0.607
AGAP012985	GPROP4	long wavelength sensitive opsin [Source:VB Community Annotation]	0.0	0.013	0.0	0.205	0.021	0.0	0.0	0.174	0.743	0.161	0.0	0.032	0.0			0.636	0.0	0.0	0.0	0.001	0.0	0.812	0.004
AGAP010829	CASPS12	short caspase 12 [Source:VB Community Annotation]	0.0	0.106	0.0	0.0	0.0	0.863	0.955	0.845	0.75	0.514	0.023	0.087	0.003	0.082	0.01	0.035	0.0	0.0	0.0	0.0	0.001	0.726	0.249
AGAP002886	GPRNNA2	putative GPCR class a orphan receptor 2 [Source:VB Community Annotation]	0.0	0.0	0.0	0.498	0.449	0.805	0.688	0.7	0.489	0.041	0.488	0.114	0.461	0.006	0.703	0.0	0.048	0.0	0.878	0.98	0.835	0.19	0.595
